product_name,product_category_tree,description,description_token,words
Cocovey Metal Photo Frame,Baby Care,"Cocovey Metal Photo Frame (Photo Size - 6*4, 1 Photos)
                         Price: Rs. 549
				
			Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.
Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.","['cocovey', 'metal', 'photo', 'frame', 'photo', 'size', '', '', '', 'photo', 'price', 'r', '', 'add', 'traditional', 'stylish', 'look', 'house', 'cocovey', 'handcraft', 'photo', 'frame', 'beautifully', 'craft', 'photo', 'frame', 'make', 'brass', 'traditional', 'tribal', 'cultural', 'design', 'unique', 'brings', 'style', 'home', 'indian', 'home', 'get', 'stylish', 'time', 'excitement', 'towards', 'interior', 'home', 'décor', 'company', 'effort', 'perceive', 'excitement', 'help', 'choose', 'favorite', 'wide', 'range', 'painstakingly', 'pursue', 'beautiful', 'handicraft', 'item', 'find', 'way', 'skilled', 'hand', 'craftsman', 'directly', 'precious', 'place', 'abode', 'add', 'traditional', 'stylish', 'look', 'house', 'cocovey', 'handcraft', 'photo', 'frame', 'beautifully', 'craft', 'photo', 'frame', 'make', 'brass', 'traditional', 'tribal', 'cultural', 'design', 'unique', 'brings', 'style', 'home', 'indian', 'home', 'get', 'stylish', 'time', 'excitement', 'towards', 'interior', 'home', 'décor', 'company', 'effort', 'perceive', 'excitement', 'help', 'choose', 'favorite', 'wide', 'range', 'painstakingly', 'pursue', 'beautiful', 'handicraft', 'item', 'find', 'way', 'skilled', 'hand', 'craftsman', 'directly', 'precious', 'place', 'abode']",cocovey mel photo frame photo size    photo pre r  add traditional stylish look house cocovey craft photo frame butifully craft photo frame ma brass traditional tribal cultural design unique brings style home iian home get stylish time me towas ier home décor company effort percve me hp choose forite wide range painskingly pursue butiful raft item fi way ll  craftsman y precious ce abode add traditional stylish look house cocovey craft photo frame butifully craft photo frame ma brass traditional tribal cultural design unique brings style home iian home get stylish time me towas ier home décor company effort percve me hp choose forite wide range painskingly pursue butiful raft item fi way ll  craftsman y precious ce abode
VLCC Natural Sciences Oil Free Sunscreen Gel SPF 15 (Pack of 2) - SPF 15,Beauty and Personal Care,"Flipkart.com: Buy VLCC Natural Sciences Oil Free Sunscreen Gel SPF 15 (Pack of 2) - SPF 15 for Rs. 235 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'vlcc', 'natural', 'science', 'oil', 'free', 'sunscreen', 'gel', 'spf', '', 'pack', '', 'spf', '', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy  natural science oil free sunscreen g spf  pack  spf  r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Lotus Safe Sun UV Screen MatteGel - SPF 50 PA+++,Beauty and Personal Care,"Flipkart.com: Buy Lotus Safe Sun UV Screen MatteGel - SPF 50 PA+++ for Rs. 340 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'lotus', 'safe', 'sun', 'uv', 'screen', 'mattegel', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy  safe sun uv screen maeg spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Oshea Herbals UVSHIELD - Sunscreen Gel - SPF 20 PA+,Beauty and Personal Care,"Flipkart.com: Buy Oshea Herbals UVSHIELD - Sunscreen Gel - SPF 20 PA+ for Rs. 195 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'oshea', 'herbal', 'uvshield', 'sunscreen', 'gel', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy osh  uvshid sunscreen g spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Richfeel Sunshield - SPF 30 PA++,Beauty and Personal Care,"Flipkart.com: Buy Richfeel Sunshield - SPF 30 PA++ for Rs. 269 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'richfeel', 'sunshield', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy rhfe sunshid spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++,Beauty and Personal Care,"Flipkart.com: Buy Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++ for Rs. 399 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'keya', 'seth', 'umbrella', 'protex', 'heat', 'proof', 'sunscreen', 'solution', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy ya  urla  ht proof sunscreen solution spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Jovees Anjeer & Carrot Sunblock (Pack of 2) - SPF 45,Beauty and Personal Care,"Flipkart.com: Buy Jovees Anjeer & Carrot Sunblock (Pack of 2) - SPF 45 for Rs. 0.0 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'jovees', 'anjeer', 'carrot', 'sunblock', 'pack', '', 'spf', '', 'r', '', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy    sunbk pack  spf  r   flipkart com low pre genui produ  day receme guaraee free sping cash divery
Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+,Beauty and Personal Care,"Flipkart.com: Buy Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+ for Rs. 270 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'whiteherbs', 'ultra', 'protection', 'sunscreen', 'lotion', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy whiteher ultra n sunscreen lotion spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Philips 9.5 W LED B22 3000K A55 IND Bulb,Kitchen & Dining,Buy Philips 9.5 W LED B22 3000K A55 IND Bulb for Rs.419 online. Philips 9.5 W LED B22 3000K A55 IND Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'philip', '', '', 'w', 'lead', 'b', 'k', 'a', 'ind', 'bulb', 'r', '', 'online', 'philip', '', '', 'w', 'lead', 'b', 'k', 'a', 'ind', 'bulb', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '', 'day', 'replacement', 'guarantee']",buy philip   w ld b k a i bulb r  onli philip   w ld b k a i bulb best pre free sping cash divery genui produ  day receme guaraee
Oriflame Sweden Sun Zone UV Protector Face and Exposed Areas High - SPF 50 PA++,Beauty and Personal Care,"Flipkart.com: Buy Oriflame Sweden Sun Zone UV Protector Face and Exposed Areas High - SPF 50 PA++ for Rs. 699 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'oriflame', 'sweden', 'sun', 'zone', 'uv', 'protector', 'face', 'expose', 'area', 'high', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy  en sun zo uv protr face  ar high spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Aveeno Protect + Hydrate Broad Spectrum Spf 70 Sunscreen Lotion - SPF 70 PA+,Beauty and Personal Care,"Flipkart.com: Buy Aveeno Protect + Hydrate Broad Spectrum Spf 70 Sunscreen Lotion - SPF 70 PA+ for Rs. 1389 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'aveeno', 'protect', 'hydrate', 'broad', 'spectrum', 'spf', '', 'sunscreen', 'lotion', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy eeno prote  broad sperum spf  sunscreen lotion spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
La Roche-Posay Anthelios XL Fluid Dry Touch Gel-Cream - SPF 50 PA+,Beauty and Personal Care,"Flipkart.com: Buy La Roche-Posay Anthelios XL Fluid Dry Touch Gel-Cream - SPF 50 PA+ for Rs. 1400 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","['flipkart', 'com', 'buy', 'la', 'roche', 'posay', 'anthelios', 'xl', 'fluid', 'dry', 'touch', 'gel', 'cream', 'spf', '', 'pa', 'r', '', 'flipkart', 'com', 'low', 'price', 'genuine', 'product', '', 'day', 'replacement', 'guarantee', 'free', 'shipping', 'cash', 'delivery']",flipkart com buy la  ay  xl fluid dry touch g crm spf  pa r  flipkart com low pre genui produ  day receme guaraee free sping cash divery
Wallmantra Christ The Redeemer Framed Print Canvas Painting,Home Decor & Festive Needs,"Wallmantra Christ The Redeemer Framed Print Canvas Painting (16 inch x 21 inch)
                         Price: Rs. 1,749
				
			This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.
This Beautiful Rendition Of The Redeemer Is A Jewel In Your Scheme Of Interiors. These Exclusive Designs Are Printed On The Best Quality Photo Paper And Framed To Perfection With Most Elegant Frames And Keen Attention To Detail So That You Can Decorate Your Home With Taste And Pride. Each Design Is Created In Consultation With Our Designers And Keeping In Mind The Contemporary Trends, So You Can Order, Sit Back And Relax And Complement Your Interior Decor With One Of These Prints. For Customisation Or Framing Your Own Designs Contact Wallmantra.","['wallmantra', 'christ', 'redeemer', 'frame', 'print', 'canvas', 'painting', '', 'inch', 'x', '', 'inch', 'price', 'r', '', '', 'beautiful', 'rendition', 'redeemer', 'jewel', 'scheme', 'interior', 'exclusive', 'design', 'print', 'best', 'quality', 'photo', 'paper', 'frame', 'perfection', 'elegant', 'frame', 'keen', 'attention', 'detail', 'decorate', 'home', 'taste', 'pride', 'design', 'create', 'consultation', 'designer', 'keep', 'mind', 'contemporary', 'trend', 'order', 'sit', 'back', 'relax', 'complement', 'interior', 'decor', 'one', 'print', 'customisation', 'frame', 'design', 'contact', 'wallmantra', 'beautiful', 'rendition', 'redeemer', 'jewel', 'scheme', 'interior', 'exclusive', 'design', 'print', 'best', 'quality', 'photo', 'paper', 'frame', 'perfection', 'elegant', 'frame', 'keen', 'attention', 'detail', 'decorate', 'home', 'taste', 'pride', 'design', 'create', 'consultation', 'designer', 'keep', 'mind', 'contemporary', 'trend', 'order', 'sit', 'back', 'relax', 'complement', 'interior', 'decor', 'one', 'print', 'customisation', 'frame', 'design', 'contact', 'wallmantra']",wallmara  reemer frame pri can paiing  inch x  inch pre r   butiful reition reemer jew scheme ier exclusive design pri best quality photo paper frame perfon ega frame en aeion deil decorate home ste pe design crte consultion desigr ep mi coemporary  oer sit back r compleme ier decor o pri customisation frame design coa wallmara butiful reition reemer jew scheme ier exclusive design pri best quality photo paper frame perfon ega frame en aeion deil decorate home ste pe design crte consultion desigr ep mi coemporary  oer sit back r compleme ier decor o pri customisation frame design coa wallmara
Tallenge Christmas Collection - Echoes Of Winter - Gallery Wrap Canvas Painting,Home Decor & Festive Needs,"Tallenge Christmas Collection - Echoes Of Winter - Gallery Wrap Canvas Painting (15 inch x 15 inch)
                         Price: Rs. 1,799
				
			The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!
The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!","['tallenge', 'christmas', 'collection', 'echo', 'winter', 'gallery', 'wrap', 'canvas', 'painting', '', 'inch', 'x', '', 'inch', 'price', 'r', '', '', 'countdown', 'time', 'select', 'gift', 'friend', 'family', 'maybe', 'something', 'tallenge', 'store', 'brings', 'christmas', 'art', 'collection', 'make', 'season', 'give', 'awesome', 'spread', 'holiday', 'cheer', 'cuddly', 'puppy', 'christmas', 'colour', 'abstract', 'art', 'everything', 'cover', 'fresh', 'collection', 'say', 'art', 'leave', 'last', 'impression', 'beautiful', 'photo', 'print', 'high', 'quality', '', 'gsm', 'coat', 'import', 'canvas', 'gloss', 'finish', 'use', 'high', 'resolution', 'hp', 'inkjet', 'large', 'format', 'production', 'printer', 'deliver', 'sophisticated', 'elegant', 'museum', 'quality', 'print', 'come', 'convenient', 'size', '', 'inch', 'x', '', 'inch', 'hook', 'perfect', 'keep', 'office', 'desk', 'table', 'top', 'tallenge', 'store', 'lead', 'affordable', 'art', 'marketplace', 'curated', 'artwork', 'photograph', 'artist', 'across', 'world', 'buy', 'original', 'art', 'print', 'canvas', 'give', 'gift', 'artist', 'photographer', 'original', 'work', 'get', 'paid', 'every', 'purchase', 'make', 'continue', 'love', 'create', 'beautiful', 'art', 'countdown', 'time', 'select', 'gift', 'friend', 'family', 'maybe', 'something', 'tallenge', 'store', 'brings', 'christmas', 'art', 'collection', 'make', 'season', 'give', 'awesome', 'spread', 'holiday', 'cheer', 'cuddly', 'puppy', 'christmas', 'colour', 'abstract', 'art', 'everything', 'cover', 'fresh', 'collection', 'say', 'art', 'leave', 'last', 'impression', 'beautiful', 'photo', 'print', 'high', 'quality', '', 'gsm', 'coat', 'import', 'canvas', 'gloss', 'finish', 'use', 'high', 'resolution', 'hp', 'inkjet', 'large', 'format', 'production', 'printer', 'deliver', 'sophisticated', 'elegant', 'museum', 'quality', 'print', 'come', 'convenient', 'size', '', 'inch', 'x', '', 'inch', 'hook', 'perfect', 'keep', 'office', 'desk', 'table', 'top', 'tallenge', 'store', 'lead', 'affordable', 'art', 'marketplace', 'curated', 'artwork', 'photograph', 'artist', 'across', 'world', 'buy', 'original', 'art', 'print', 'canvas', 'give', 'gift', 'artist', 'photographer', 'original', 'work', 'get', 'paid', 'every', 'purchase', 'make', 'continue', 'love', 'create', 'beautiful', 'art']",llenge mas collon  wier gallery ap can paiing  inch x  inch pre r   coudown time se gift frie family maybe someg llenge e brings mas art collon ma sson give awesome sp holiday cheer cuddly puppy mas colour atra art ever cover fresh collon say art lee last impression butiful photo pri high quality  gsm coat import can g finish use high resolution hp ijet large format produion prier diver sophisti ega museum quality pri come convenie size  inch x  inch hook perfe ep offe desk ble top llenge e ld affoable art martce curat artwork phoraph artist across world buy al art pri can give gift artist phorapher al work get paid every purcse ma coinue love crte butiful art coudown time se gift frie family maybe someg llenge e brings mas art collon ma sson give awesome sp holiday cheer cuddly puppy mas colour atra art ever cover fresh collon say art lee last impression butiful photo pri high quality  gsm coat import can g finish use high resolution hp ijet large format produion prier diver sophisti ega museum quality pri come convenie size  inch x  inch hook perfe ep offe desk ble top llenge e ld affoable art martce curat artwork phoraph artist across world buy al art pri can give gift artist phorapher al work get paid every purcse ma coinue love crte butiful art
