product_name,product_category_tree,description,description_token
Lal Haveli Rajasthani Handmade Vintage Wooden Camel Design Jharoka Photo Frame Showpiece  -  43.18 cm,Home Decor & Festive Needs,"Lal Haveli Rajasthani Handmade Vintage Wooden Camel Design Jharoka Photo Frame Showpiece  -  43.18 cm (Wooden, Copper)
                         Price: Rs. 1,499
				
			This traditional Rajasthani designer jharokha has been carved out of wood and symbolizes the exquisite skill of the craftsman. The beautiful gold patterns that adorn the artwork give it an intense royal look and make it a perfect gift item for any occasion or even for enhancing your home decor.
This traditional Rajasthani designer jharokha has been carved out of wood and symbolizes the exquisite skill of the craftsman. The beautiful gold patterns that adorn the artwork give it an intense royal look and make it a perfect gift item for any occasion or even for enhancing your home decor.","['lal', 'haveli', 'rajasthani', 'handmade', 'vintage', 'wooden', 'camel', 'design', 'jharoka', 'photo', 'frame', 'showpiece', '43', '18', 'cm', 'wooden', 'copper', 'price', 'r', '1', '499', 'traditional', 'rajasthani', 'designer', 'jharokha', 'carve', 'wood', 'symbolizes', 'exquisite', 'skill', 'craftsman', 'beautiful', 'gold', 'pattern', 'adorn', 'artwork', 'give', 'intense', 'royal', 'look', 'make', 'perfect', 'gift', 'item', 'occasion', 'even', 'enhance', 'home', 'decor', 'traditional', 'rajasthani', 'designer', 'jharokha', 'carve', 'wood', 'symbolizes', 'exquisite', 'skill', 'craftsman', 'beautiful', 'gold', 'pattern', 'adorn', 'artwork', 'give', 'intense', 'royal', 'look', 'make', 'perfect', 'gift', 'item', 'occasion', 'even', 'enhance', 'home', 'decor']"
Pigeon Kadhai 1.2 L,Kitchen & Dining,"Pigeon Kadhai 1.2 L (Aluminium, Glass, Non-stick)
                         Price: Rs. 899
				
			Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly
Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly","['pigeon', 'kadhai', '1', '2', 'l', 'aluminium', 'glass', 'non', 'stick', 'price', 'r', '899', 'italian', 'technology', 'non', 'stick', 'base', 'strong', 'sturdy', 'stay', 'cool', 'heat', 'resistant', 'bakelite', 'handle', 'easy', 'grip', '5', 'layer', 'teflon', 'coat', 'chemical', 'pfoa', 'free', 'scratch', 'resistant', 'metal', 'spoon', 'friendly', 'italian', 'technology', 'non', 'stick', 'base', 'strong', 'sturdy', 'stay', 'cool', 'heat', 'resistant', 'bakelite', 'handle', 'easy', 'grip', '5', 'layer', 'teflon', 'coat', 'chemical', 'pfoa', 'free', 'scratch', 'resistant', 'metal', 'spoon', 'friendly']"
Sahara Q Shop Kadhai 1.5 L,Kitchen & Dining,"Sahara Q Shop Kadhai 1.5 L (Stainless Steel)
                         Price: Rs. 650
				
			Premium Non Stick Kadhai 1.5.Ltr
Premium Non Stick Kadhai 1.5.Ltr","['sahara', 'q', 'shop', 'kadhai', '1', '5', 'l', 'stainless', 'steel', 'price', 'r', '650', 'premium', 'non', 'stick', 'kadhai', '1', '5', 'ltr', 'premium', 'non', 'stick', 'kadhai', '1', '5', 'ltr']"
Mom Italy Wheel Pizza Cutter,Kitchen & Dining,Buy Mom Italy Wheel Pizza Cutter for Rs.169 online. Mom Italy Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'mom', 'italy', 'wheel', 'pizza', 'cutter', 'r', '169', 'online', 'mom', 'italy', 'wheel', 'pizza', 'cutter', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
Rajo Raja Mahavastu Buddha Artpiece Showpiece  -  20.5 cm,Home Decor & Festive Needs,Buy Rajo Raja Mahavastu Buddha Artpiece Showpiece  -  20.5 cm for Rs.1799 online. Rajo Raja Mahavastu Buddha Artpiece Showpiece  -  20.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'rajo', 'raja', 'mahavastu', 'buddha', 'artpiece', 'showpiece', '20', '5', 'cm', 'r', '1799', 'online', 'rajo', 'raja', 'mahavastu', 'buddha', 'artpiece', 'showpiece', '20', '5', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
Mavi 237MBB Showpiece  -  15 cm,Home Decor & Festive Needs,Buy Mavi 237MBB Showpiece  -  15 cm for Rs.1290 online. Mavi 237MBB Showpiece  -  15 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'mavi', '237mbb', 'showpiece', '15', 'cm', 'r', '1290', 'online', 'mavi', '237mbb', 'showpiece', '15', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
S C Handicrafts Showpiece  -  40 cm,Home Decor & Festive Needs,Buy S C Handicrafts Showpiece  -  40 cm for Rs.8900 online. S C Handicrafts Showpiece  -  40 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'c', 'handicraft', 'showpiece', '40', 'cm', 'r', '8900', 'online', 'c', 'handicraft', 'showpiece', '40', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
Ruchikainternational ruc0013 Showpiece  -  13 cm,Home Decor & Festive Needs,Buy Ruchikainternational ruc0013 Showpiece  -  13 cm for Rs.549 online. Ruchikainternational ruc0013 Showpiece  -  13 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'ruchikainternational', 'ruc0013', 'showpiece', '13', 'cm', 'r', '549', 'online', 'ruchikainternational', 'ruc0013', 'showpiece', '13', 'cm', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
Ndura Kadhai 1.7 L,Kitchen & Dining,"Ndura Kadhai 1.7 L
                         Price: Rs. 654
				
			A fantastic addition to your kitchen, this silver coloured kadhai brought to you by Steel Factory is all set to ease up your cooking tasks. Finely crafted out of high quality stainless steel, this kadhai comes in mirror finish and looks very classy
A fantastic addition to your kitchen, this silver coloured kadhai brought to you by Steel Factory is all set to ease up your cooking tasks. Finely crafted out of high quality stainless steel, this kadhai comes in mirror finish and looks very classy","['ndura', 'kadhai', '1', '7', 'l', 'price', 'r', '654', 'fantastic', 'addition', 'kitchen', 'silver', 'colour', 'kadhai', 'brought', 'steel', 'factory', 'set', 'ease', 'cooking', 'task', 'finely', 'craft', 'high', 'quality', 'stainless', 'steel', 'kadhai', 'come', 'mirror', 'finish', 'look', 'classy', 'fantastic', 'addition', 'kitchen', 'silver', 'colour', 'kadhai', 'brought', 'steel', 'factory', 'set', 'ease', 'cooking', 'task', 'finely', 'craft', 'high', 'quality', 'stainless', 'steel', 'kadhai', 'come', 'mirror', 'finish', 'look', 'classy']"
Supreme Cookwares Kadhai 1.5 L,Kitchen & Dining,Buy Supreme Cookwares Kadhai 1.5 L for Rs.799 online. Supreme Cookwares Kadhai 1.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"['buy', 'supreme', 'cookware', 'kadhai', '1', '5', 'l', 'r', '799', 'online', 'supreme', 'cookware', 'kadhai', '1', '5', 'l', 'best', 'price', 'free', 'shipping', 'cash', 'delivery', 'genuine', 'product', '30', 'day', 'replacement', 'guarantee']"
Babeezworld Baby Boy's Romper,Baby Care,"Key Features of Babeezworld Baby Boy's Romper Fabric: Cotton Brand Color: Blue:Green,Babeezworld Baby Boy's Romper Price: Rs. 499 Babeezworld presents a cute baby dungaree set for your little one.This dungaree set comes with a trendy round neck cotton t-shirt with shoulder loops for ease and comfort fit. Set is made of soft cotton material and has adjustable straps with two button closures. The front has a special character which gives it a stylish look. This dungaree set is an ideal pick for this summer and is available in multiple colors.,Specifications of Babeezworld Baby Boy's Romper Top Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Romper Neck Round Neck General Details Pattern Printed Ideal For Baby Boy's Fabric Care Wash with Similar Colors, Use Detergent for Colors","['key', 'feature', 'babeezworld', 'baby', 'boy', 'romper', 'fabric', 'cotton', 'brand', 'color', 'blue', 'green', 'babeezworld', 'baby', 'boy', 'romper', 'price', 'r', '499', 'babeezworld', 'present', 'cute', 'baby', 'dungaree', 'set', 'little', 'one', 'dungaree', 'set', 'come', 'trendy', 'round', 'neck', 'cotton', 'shirt', 'shoulder', 'loop', 'ease', 'comfort', 'fit', 'set', 'make', 'soft', 'cotton', 'material', 'adjustable', 'strap', 'two', 'button', 'closure', 'front', 'special', 'character', 'give', 'stylish', 'look', 'dungaree', 'set', 'ideal', 'pick', 'summer', 'available', 'multiple', 'color', 'specification', 'babeezworld', 'baby', 'boy', 'romper', 'top', 'detail', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '2', 'fabric', 'cotton', 'type', 'romper', 'neck', 'round', 'neck', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'boy', 'fabric', 'care', 'wash', 'similar', 'color', 'use', 'detergent', 'color']"
Pittsburgh Polo Club PBPC-505-GRN Analog Watch  - For Men,Watches,Specifications of Pittsburgh Polo Club PBPC-505-GRN Analog Watch  - For Men Functions Chronograph No Altimeter No Barometer No Calendar No Luminous No General Mechanism Quartz Type Analog Style Code PBPC-505-GRN Occasion Casual Ideal For Men Power Source Battery Powered Warranty 6 month manufacturer warranty Body Features Box Material Cardboard Dial Shape Round Strap Type Bracelet Strap Color Green Shock Resistance No Scratch Resistant No Water Resistant No Clasp Type Buckle Dial Color Green,"['specification', 'pittsburgh', 'polo', 'club', 'pbpc', '505', 'grn', 'analog', 'watch', 'men', 'function', 'chronograph', 'altimeter', 'barometer', 'calendar', 'luminous', 'general', 'mechanism', 'quartz', 'type', 'analog', 'style', 'code', 'pbpc', '505', 'grn', 'occasion', 'casual', 'ideal', 'men', 'power', 'source', 'battery', 'power', 'warranty', '6', 'month', 'manufacturer', 'warranty', 'body', 'feature', 'box', 'material', 'cardboard', 'dial', 'shape', 'round', 'strap', 'type', 'bracelet', 'strap', 'color', 'green', 'shock', 'resistance', 'scratch', 'resistant', 'water', 'resistant', 'clasp', 'type', 'buckle', 'dial', 'color', 'green']"
"palito PLO 169 Analog Watch  - For Girls, Women",Watches,"Key Features of palito PLO 169 Analog Watch  - For Girls, Women Dial Color: red Dial Shape: Round Strap Color: red,Specifications of palito PLO 169 Analog Watch  - For Girls, Women General Type Analog Style Code PLO 169 Occasion Formal Ideal For Girls, Women Warranty 6 months Body Features Dial Shape Round Strap Color red Dial Color red","['key', 'feature', 'palito', 'plo', '169', 'analog', 'watch', 'girl', 'woman', 'dial', 'color', 'red', 'dial', 'shape', 'round', 'strap', 'color', 'red', 'specification', 'palito', 'plo', '169', 'analog', 'watch', 'girl', 'woman', 'general', 'type', 'analog', 'style', 'code', 'plo', '169', 'occasion', 'formal', 'ideal', 'girl', 'woman', 'warranty', '6', 'month', 'body', 'feature', 'dial', 'shape', 'round', 'strap', 'color', 'red', 'dial', 'color', 'red']"
Adino ADF04 Analog Watch  - For Girls,Watches,"Specifications of Adino ADF04 Analog Watch  - For Girls General Type Analog Style Code ADF04 Ideal For Girls Occasion Party-Wedding Warranty 3 Month Body Features Dial Shape Round Strap Color Steel Dial Color Black, Pink, Green, Purpal","['specification', 'adino', 'adf04', 'analog', 'watch', 'girl', 'general', 'type', 'analog', 'style', 'code', 'adf04', 'ideal', 'girl', 'occasion', 'party', 'wedding', 'warranty', '3', 'month', 'body', 'feature', 'dial', 'shape', 'round', 'strap', 'color', 'steel', 'dial', 'color', 'black', 'pink', 'green', 'purpal']"
ESIDON AKADA06 Analog Watch  - For Women,Watches,Specifications of ESIDON AKADA06 Analog Watch  - For Women General Type Analog Style Code AKADA06 Ideal For Women Occasion Party-Wedding Warranty 3-month Body Features Dial Shape Round Strap Color Gold Dial Color White,"['specification', 'esidon', 'akada06', 'analog', 'watch', 'woman', 'general', 'type', 'analog', 'style', 'code', 'akada06', 'ideal', 'woman', 'occasion', 'party', 'wedding', 'warranty', '3', 'month', 'body', 'feature', 'dial', 'shape', 'round', 'strap', 'color', 'gold', 'dial', 'color', 'white']"
"palito PLO 166 Analog Watch  - For Girls, Women",Watches,"Specifications of palito PLO 166 Analog Watch  - For Girls, Women General Type Analog Style Code PLO 166 Ideal For Girls, Women Occasion Party-Wedding Warranty 6 months Body Features Dial Shape Round Strap Color black Dial Color black","['specification', 'palito', 'plo', '166', 'analog', 'watch', 'girl', 'woman', 'general', 'type', 'analog', 'style', 'code', 'plo', '166', 'ideal', 'girl', 'woman', 'occasion', 'party', 'wedding', 'warranty', '6', 'month', 'body', 'feature', 'dial', 'shape', 'round', 'strap', 'color', 'black', 'dial', 'color', 'black']"
Bhavya Velvet Sofa Cover,Home Furnishing,"Bhavya Velvet Sofa Cover (Grey Pack of 10) Price: Rs. 1,999 Bhavya Velvet Sofa Cover (Black Pack of 10),Specifications of Bhavya Velvet Sofa Cover (Grey Pack of 10) In the Box Pack of 10 General Brand Bhavya Model Number 10BTSC2012Gb Shade Grey Color Black Type Sofa Pattern Floral Material Velvet Suitable For Living-Room Dimensions Width 58.4 cm Height 69 cm Weight 1 kg","['bhavya', 'velvet', 'sofa', 'cover', 'grey', 'pack', '10', 'price', 'r', '1', '999', 'bhavya', 'velvet', 'sofa', 'cover', 'black', 'pack', '10', 'specification', 'bhavya', 'velvet', 'sofa', 'cover', 'grey', 'pack', '10', 'box', 'pack', '10', 'general', 'brand', 'bhavya', 'model', 'number', '10btsc2012gb', 'shade', 'grey', 'color', 'black', 'type', 'sofa', 'pattern', 'floral', 'material', 'velvet', 'suitable', 'living', 'room', 'dimension', 'width', '58', '4', 'cm', 'height', '69', 'cm', 'weight', '1', 'kg']"
cherry crumble california Baby Boy's Dungaree,Baby Care,"Key Features of cherry crumble california Baby Boy's Dungaree Fabric: 100% Cotton Brand Color: Grey Olive Camouflage,Specifications of cherry crumble california Baby Boy's Dungaree Top Details Fabric 100% Cotton Type Dungaree General Details Pattern Printed Ideal For Baby Boy's","['key', 'feature', 'cherry', 'crumble', 'california', 'baby', 'boy', 'dungaree', 'fabric', '100', 'cotton', 'brand', 'color', 'grey', 'olive', 'camouflage', 'specification', 'cherry', 'crumble', 'california', 'baby', 'boy', 'dungaree', 'top', 'detail', 'fabric', '100', 'cotton', 'type', 'dungaree', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'boy']"
Yves Bertelin YBSCR557 Analog Watch  - For Women,Watches,"Specifications of Yves Bertelin YBSCR557 Analog Watch  - For Women General Mechanism Quartz Type Analog Style Code YBSCR557 Ideal For Women Occasion Party-Wedding Power Source Battery Powered Warranty 6 month plating, 1 yrs Warranty for movement & battery In the Box Watch, Warranty Card, Box Body Features Dial Shape Round Box Material Wooden Strap Color Multi Dial Color White Strap Material Ceramic Strap","['specification', 'yves', 'bertelin', 'ybscr557', 'analog', 'watch', 'woman', 'general', 'mechanism', 'quartz', 'type', 'analog', 'style', 'code', 'ybscr557', 'ideal', 'woman', 'occasion', 'party', 'wedding', 'power', 'source', 'battery', 'power', 'warranty', '6', 'month', 'plat', '1', 'yr', 'warranty', 'movement', 'battery', 'box', 'watch', 'warranty', 'card', 'box', 'body', 'feature', 'dial', 'shape', 'round', 'box', 'material', 'wooden', 'strap', 'color', 'multi', 'dial', 'color', 'white', 'strap', 'material', 'ceramic', 'strap']"
Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm,Home Decor & Festive Needs,"Key Features of Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm Lord Ganesha | Ganesh | Ganpati by Gods & Gifts (G0004gld); Material:- Clay; Package Contents:- 1 Statue; Packaging:- Box Packed and Bubble Wrapped; Dimensions : 5cms x 4.5cms x 2.5cms  (approx.) Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water.,Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm (Pottery, Black, Gold, Silver) Price: Rs. 1,249 ""Exclusive antique finish Black Ganesh Idol made with Clay and given a unique finish with Golden Diamond like stones studded. Limited edition pieces Available for gifting as well as for placing in home. Speciality: • Very rich and attractive • Limited Edition Item. Ganesh, Deity of Hinduism, Deva of Wisdom and Intellect, Handmade stone and fine painted Statue, Colorful Stone Ganesha with Very famous Meenakari, Hand painting. Gorgeous & Unique Ganesha Ganpati Bring prosperity and happiness in your home & Office, Perfect at Pooja Place, Desk , Home decor or as a beautiful Spiritual Gift. Disclaimer: The images represent actual product though color of the image and product may slightly differ. "",Specifications of Services Junction Beautiful Black and Golden color Diamond Ganesh idol for Pooja Showpiece  -  5 cm (Pottery, Black, Gold, Silver) General Brand Services Junction Model Number G00004gld_blk Type Contemporary, Religious Idols, Antique Shade Black, Golden, Silver Material Pottery Model Name Beautiful Black and Golden color Diamond Ganesh idol for Pooja Color Black, Gold, Silver Dimensions Weight 50 g Height 5 cm Width 4.5 cm Depth 2.5 cm Additional Features Other Features Lord Ganesha | Ganesh | Ganpati by Gods & Gifts (G0004gld);, Material:- Clay;, Package Contents:- 1 Statue;, Packaging:- Box Packed and Bubble Wrapped;, Dimensions : 5cms x 4.5cms x 2.5cms (approx.), Care Instructions: - Clean with Damp Cloth, Do not Submerge in Water. In the Box Sales Package 1 Ganesha Idol Pack of 1","['key', 'feature', 'service', 'junction', 'beautiful', 'black', 'golden', 'color', 'diamond', 'ganesh', 'idol', 'pooja', 'showpiece', '5', 'cm', 'lord', 'ganesha', 'ganesh', 'ganpati', 'god', 'gift', 'g0004gld', 'material', 'clay', 'package', 'content', '1', 'statue', 'packaging', 'box', 'packed', 'bubble', 'wrap', 'dimension', '5cms', 'x', '4', '5cms', 'x', '2', '5cms', 'approx', 'care', 'instruction', 'clean', 'damp', 'cloth', 'submerge', 'water', 'service', 'junction', 'beautiful', 'black', 'golden', 'color', 'diamond', 'ganesh', 'idol', 'pooja', 'showpiece', '5', 'cm', 'pottery', 'black', 'gold', 'silver', 'price', 'r', '1', '249', 'exclusive', 'antique', 'finish', 'black', 'ganesh', 'idol', 'make', 'clay', 'give', 'unique', 'finish', 'golden', 'diamond', 'like', 'stone', 'stud', 'limited', 'edition', 'piece', 'available', 'gift', 'well', 'place', 'home', 'speciality', 'rich', 'attractive', 'limited', 'edition', 'item', 'ganesh', 'deity', 'hinduism', 'deva', 'wisdom', 'intellect', 'handmade', 'stone', 'fine', 'paint', 'statue', 'colorful', 'stone', 'ganesha', 'famous', 'meenakari', 'hand', 'painting', 'gorgeous', 'unique', 'ganesha', 'ganpati', 'bring', 'prosperity', 'happiness', 'home', 'office', 'perfect', 'pooja', 'place', 'desk', 'home', 'decor', 'beautiful', 'spiritual', 'gift', 'disclaimer', 'image', 'represent', 'actual', 'product', 'though', 'color', 'image', 'product', 'may', 'slightly', 'differ', 'specification', 'service', 'junction', 'beautiful', 'black', 'golden', 'color', 'diamond', 'ganesh', 'idol', 'pooja', 'showpiece', '5', 'cm', 'pottery', 'black', 'gold', 'silver', 'general', 'brand', 'service', 'junction', 'model', 'number', 'g00004gld_blk', 'type', 'contemporary', 'religious', 'idol', 'antique', 'shade', 'black', 'golden', 'silver', 'material', 'pottery', 'model', 'name', 'beautiful', 'black', 'golden', 'color', 'diamond', 'ganesh', 'idol', 'pooja', 'color', 'black', 'gold', 'silver', 'dimension', 'weight', '50', 'g', 'height', '5', 'cm', 'width', '4', '5', 'cm', 'depth', '2', '5', 'cm', 'additional', 'feature', 'feature', 'lord', 'ganesha', 'ganesh', 'ganpati', 'god', 'gift', 'g0004gld', 'material', 'clay', 'package', 'content', '1', 'statue', 'packaging', 'box', 'packed', 'bubble', 'wrap', 'dimension', '5cms', 'x', '4', '5cms', 'x', '2', '5cms', 'approx', 'care', 'instruction', 'clean', 'damp', 'cloth', 'submerge', 'water', 'box', 'sale', 'package', '1', 'ganesha', 'idol', 'pack', '1']"
